Country,Restaurant Name,Sentiment,Review Title,Review Date,Review,Word Count,Tokens,Cleaned_Review
France,The Frog at Bercy Village,Positive,The best place to have a drink in Bercy Village,,have been there evenings in a row and i loved it the people working here make you feel welcome and take good care of you the atmosphere was good and the possible to have full dinner or some snacks in the bar was excellent highly recommend,47,"['even', 'row', 'love', 'peopl', 'work', 'make', 'feel', 'welcom', 'take', 'good', 'care', 'atmospher', 'good', 'possibl', 'full', 'dinner', 'snack', 'bar', 'excel', 'highli', 'recommend']",even row love peopl work make feel welcom take good care atmospher good possibl full dinner snack bar excel highli recommend
France,The Frog at Bercy Village,Positive,Wonderful atmosphere and food!,,maja is a fantastic waitress the food was delicious we tried the broccoli quesadillas and burgers which were delicious cherry porter and thawack did not disappoint either,27,"['maja', 'fantast', 'waitress', 'food', 'delici', 'tri', 'broccoli', 'quesadilla', 'burger', 'delici', 'cherri', 'porter', 'thawack', 'disappoint', 'either']",maja fantast waitress food delici tri broccoli quesadilla burger delici cherri porter thawack disappoint either
France,The Frog at Bercy Village,Positive,"Nice environment, great food",,my husband and i were looking for a little nightlife scene while staying at bercy village france on a year anniversary vacation bartenders julien and gabriella were the best extremely exceptional customer service we were served the bbq platter for and it was delicious one of the best meals we had while in france also they helped us celebrate our year union by clapping and complimentary drinks we had such a great night and was able to walk to this location from the hotel amazing atmosphere and a must visit for tourist,93,"['husband', 'look', 'littl', 'nightlif', 'scene', 'stay', 'berci', 'villag', 'franc', 'year', 'anniversari', 'vacat', 'bartend', 'julien', 'gabriella', 'best', 'extrem', 'except', 'custom', 'servic', 'serv', 'bbq', 'platter', 'delici', 'one', 'best', 'meal', 'franc', 'also', 'help', 'u', 'celebr', 'year', 'union', 'clap', 'complimentari', 'drink', 'great', 'night', 'abl', 'walk', 'locat', 'hotel', 'amaz', 'atmospher', 'must', 'visit', 'tourist']",husband look littl nightlif scene stay berci villag franc year anniversari vacat bartend julien gabriella best extrem except custom servic serv bbq platter delici one best meal franc also help u celebr year union clap complimentari drink great night abl walk locat hotel amaz atmospher must visit tourist
France,The Frog at Bercy Village,Positive,Incredible place,,i spent the evening here with a bunch of friends we were warmly greated by kate the manager and greg then elsa took great care of us during the evening the beer and food were great we loved the music and the ambiance made us really want to come back would recommend,52,"['spent', 'even', 'bunch', 'friend', 'warmli', 'great', 'kate', 'manag', 'greg', 'elsa', 'took', 'great', 'care', 'u', 'even', 'beer', 'food', 'great', 'love', 'music', 'ambianc', 'made', 'u', 'realli', 'want', 'come', 'back', 'would', 'recommend']",spent even bunch friend warmli great kate manag greg elsa took great care u even beer food great love music ambianc made u realli want come back would recommend
France,The Frog at Bercy Village,Positive,Great service and cocktails!,,the frog at bercy is one of my favourites especially with the terrasse they have a changed menu now which was also great and the cocktails were delicious as usual merci à dhiraj pour l’excellent service,37,"['frog', 'berci', 'one', 'favourit', 'especi', 'terrass', 'chang', 'menu', 'also', 'great', 'cocktail', 'delici', 'usual', 'merci', 'à', 'dhiraj', 'pour', 'l', '’', 'excel', 'servic']",frog berci one favourit especi terrass chang menu also great cocktail delici usual merci à dhiraj pour l ’ excel servic
France,The Frog at Bercy Village,Positive,Excellent Beers,,we went there on sundays to get some food place was very nice but the best of the place was the beers waitress gabriela was very friendly and always look after us she recommended some beers which we find very tasty nice place great beers and service i really recommend it,51,"['went', 'sunday', 'get', 'food', 'place', 'nice', 'best', 'place', 'beer', 'waitress', 'gabriela', 'friendli', 'alway', 'look', 'u', 'recommend', 'beer', 'find', 'tasti', 'nice', 'place', 'great', 'beer', 'servic', 'realli', 'recommend']",went sunday get food place nice best place beer waitress gabriela friendli alway look u recommend beer find tasti nice place great beer servic realli recommend
France,The Frog at Bercy Village,Positive,Great service and beers,,popped in with my partner for a quick drink and stayed for hours alberto tito was the main reason we stayed he was polite friendly and made sure our glasses were never empty highly recommend if you’re in the area,40,"['pop', 'partner', 'quick', 'drink', 'stay', 'hour', 'alberto', 'tito', 'main', 'reason', 'stay', 'polit', 'friendli', 'made', 'sure', 'glass', 'empti_NEG', 'highli', 'recommend', '’', 'area']",pop partner quick drink stay hour alberto tito main reason stay polit friendli made sure glass empti_NEG highli recommend ’ area
France,The Frog at Bercy Village,Positive,Superb servjce,,we only popped in for one as we couldn’t decide where to eat and stayed for a lot longer we received second to none service from alberto who took such great care of us from a ten minute pit stop to being there hours beers each large starters and deserts we cannot big up our waiter enough he took notice in us between drinks and chatted to us about where we were from to what we were reading when we visit france again this will be the place we’ll be coming to,96,"['pop', 'one', '’', 'decid', 'eat', 'stay', 'lot', 'longer', 'receiv', 'second', 'none', 'servic', 'alberto', 'took', 'great', 'care', 'u', 'ten', 'minut', 'pit', 'stop', 'hour', 'beer', 'larg', 'starter', 'desert', 'big', 'waiter', 'enough', 'took', 'notic', 'u', 'drink', 'chat', 'u', 'read', 'visit', 'franc', 'place', '’', 'come']",pop one ’ decid eat stay lot longer receiv second none servic alberto took great care u ten minut pit stop hour beer larg starter desert big waiter enough took notic u drink chat u read visit franc place ’ come
France,The Frog at Bercy Village,Positive,Nice pub in Cour St Emilion,,a good place for a beer after work near bercy our waitress chanael was really friendly and nice a really great evening there,24,"['good', 'place', 'beer', 'work', 'near', 'berci', 'waitress', 'chanael', 'realli', 'friendli', 'nice', 'realli', 'great', 'even']",good place beer work near berci waitress chanael realli friendli nice realli great even
France,The Frog at Bercy Village,Positive,100% recommended,,great place to spend time with friends beers are delicious and service was amazing special thanks to gabriela who help us with all our questions and serv us very fast highly recommend to visit this place,36,"['great', 'place', 'spend', 'time', 'friend', 'beer', 'delici', 'servic', 'amaz', 'special', 'thank', 'gabriela', 'help', 'u', 'question', 'serv', 'u', 'fast', 'highli', 'recommend', 'visit', 'place']",great place spend time friend beer delici servic amaz special thank gabriela help u question serv u fast highli recommend visit place
France,The Frog at Bercy Village,Positive,Best eating joint in Bercy village!,,bercy village has many eating out options but this was the best among them great ambiance and every dish was cooked to perfection good collection of wine and beer very lively atmosphere must visit staff was amazing,37,"['berci', 'villag', 'mani', 'eat', 'option', 'best', 'among', 'great', 'ambianc', 'everi', 'dish', 'cook', 'perfect', 'good', 'collect', 'wine', 'beer', 'live', 'atmospher', 'must', 'visit', 'staff', 'amaz']",berci villag mani eat option best among great ambianc everi dish cook perfect good collect wine beer live atmospher must visit staff amaz
France,The Frog at Bercy Village,Positive,Nice lunch,,had a nice hamburger lunch on the sunny terasse joined by a nice beer friendly english speaking staff,18,"['nice', 'hamburg', 'lunch', 'sunni', 'tera', 'join', 'nice', 'beer', 'friendli', 'english', 'speak', 'staff']",nice hamburg lunch sunni tera join nice beer friendli english speak staff
France,The Frog at Bercy Village,Positive,Good,,after a long flight we went for a beer and burger very nice selection of beers beer was very nice and burger was good although prices in bercy village are a bit stiff we will visit again for a beer or two,42,"['long', 'flight', 'went', 'beer', 'burger', 'nice', 'select', 'beer', 'beer', 'nice', 'burger', 'good', 'although', 'price', 'berci', 'villag', 'bit', 'stiff', 'visit', 'beer', 'two']",long flight went beer burger nice select beer beer nice burger good although price berci villag bit stiff visit beer two
France,The Frog at Bercy Village,Positive,Lazy afternoon in France,,staff very friendly with jovana great beer and nachos and atmosphere great way to spend an afternoon,18,"['staff', 'friendli', 'jovana', 'great', 'beer', 'nacho', 'atmospher', 'great', 'way', 'spend', 'afternoon']",staff friendli jovana great beer nacho atmospher great way spend afternoon
France,The Frog at Bercy Village,Positive,This is a marvelous place to eat and DRINK,,classic southern american food the pulled pork burger and the bbq ribs are the best as a side ask the mac and cheese delicious to drink any beer is good during the week the happy hour is nice and beer for half the price,44,"['classic', 'southern', 'american', 'food', 'pull', 'pork', 'burger', 'bbq', 'rib', 'best', 'side', 'ask', 'mac', 'chees', 'delici', 'drink', 'beer', 'good', 'week', 'happi', 'hour', 'nice', 'beer', 'half', 'price']",classic southern american food pull pork burger bbq rib best side ask mac chees delici drink beer good week happi hour nice beer half price
France,The Frog at Bercy Village,Positive,Great pub,,nice place serving various craft beer and typical pub food we can truly recommend snacks burgers cheese bbq revolution and tacos everything was fresh and mouthwatering the staff is multilingual and all of them are amazingly nice and friendly we will definitely visit it again,45,"['nice', 'place', 'serv', 'variou', 'craft', 'beer', 'typic', 'pub', 'food', 'truli', 'recommend', 'snack', 'burger', 'chees', 'bbq', 'revolut', 'taco', 'everyth', 'fresh', 'mouthwat', 'staff', 'multilingu', 'amazingli', 'nice', 'friendli', 'definit', 'visit']",nice place serv variou craft beer typic pub food truli recommend snack burger chees bbq revolut taco everyth fresh mouthwat staff multilingu amazingli nice friendli definit visit
France,The Frog at Bercy Village,Positive,"Great Atmosphere, Attentie Service, Good Fod",,we had a perfect lunch here today the service is friendly and efficient our server laure ma was really nice even though the place is huge there are quiet corners all around and the atmosphere is somehow cozy the food is tasty and copious the burgers are original two of us had the brunch for euros really good value for money and an unusual take on pancakes and tacos next time i am in the neighborhood i will certainly come back thanks for a nice lunch,90,"['perfect', 'lunch', 'today', 'servic', 'friendli', 'effici', 'server', 'laur', 'realli', 'nice', 'even', 'though', 'place', 'huge', 'quiet', 'corner', 'around', 'atmospher', 'somehow', 'cozi', 'food', 'tasti', 'copiou', 'burger', 'origin', 'two', 'u', 'brunch', 'euro', 'realli', 'good', 'valu', 'money', 'unusu', 'take', 'pancak', 'taco', 'next', 'time', 'neighborhood', 'certainli', 'come', 'back', 'thank', 'nice', 'lunch']",perfect lunch today servic friendli effici server laur realli nice even though place huge quiet corner around atmospher somehow cozi food tasti copiou burger origin two u brunch euro realli good valu money unusu take pancak taco next time neighborhood certainli come back thank nice lunch
France,The Frog at Bercy Village,Positive,Good beer,,had a few beers here with some friends on a weekend in france great beer but really strong so be careful cool place and worth the stop,27,"['beer', 'friend', 'weekend', 'franc', 'great', 'beer', 'realli', 'strong', 'care', 'cool', 'place', 'worth', 'stop']",beer friend weekend franc great beer realli strong care cool place worth stop
France,The Frog at Bercy Village,Positive,Beer time,,we had great time in this place place was cool and staff was friendly especially marco milko was nice and funny so i think i will come back next time,30,"['great', 'time', 'place', 'place', 'cool', 'staff', 'friendli', 'especi', 'marco', 'milko', 'nice', 'funni', 'think', 'come', 'back', 'next', 'time']",great time place place cool staff friendli especi marco milko nice funni think come back next time
France,The Frog at Bercy Village,Positive,Best mozzarella sticks,,they have the best mozzarella sticks and really good customer service our waiter marco was just the nicest spoke really good english and since we are australians it helped will definitely come again,33,"['best', 'mozzarella', 'stick', 'realli', 'good', 'custom', 'servic', 'waiter', 'marco', 'nicest', 'spoke', 'realli', 'good', 'english', 'sinc', 'australian', 'help', 'definit', 'come']",best mozzarella stick realli good custom servic waiter marco nicest spoke realli good english sinc australian help definit come
France,The Frog at Bercy Village,Positive,Nice spot at Bercy Village,,we headed for dinner here on a monday night we ordered tacos and fishchips with the house lemonade food was good the fish came with a lot of fries service was kind of slow and prices are okay,38,"['head', 'dinner', 'monday', 'night', 'order', 'taco', 'fishchip', 'hous', 'lemonad', 'food', 'good', 'fish', 'came', 'lot', 'fri', 'servic', 'kind', 'slow', 'price', 'okay']",head dinner monday night order taco fishchip hous lemonad food good fish came lot fri servic kind slow price okay
France,The Frog at Bercy Village,Positive,Friendly and all-around cozy place,,during our visit today the food arrived quickly the staff was very friendly and spoke very good english and though the interior itself is industrial with metal elements here and there it still manages to be very warm and cozy it has a few vegetarian options on the menu and the salad i chose with halloumi was exactly what i wanted i highly recommend it,66,"['visit', 'today', 'food', 'arriv', 'quickli', 'staff', 'friendli', 'spoke', 'good', 'english', 'though', 'interior', 'industri', 'metal', 'element', 'still', 'manag', 'warm', 'cozi', 'vegetarian', 'option', 'menu', 'salad', 'chose', 'halloumi', 'exactli', 'want', 'highli', 'recommend']",visit today food arriv quickli staff friendli spoke good english though interior industri metal element still manag warm cozi vegetarian option menu salad chose halloumi exactli want highli recommend
France,The Frog at Bercy Village,Positive,Bbq,,after first successful visit in this restaurant i have decide to come back i came with my friend to show how nice microbrewery i have discovered sitting on the terrace was nice even outside was cold the waiter was super honest and synaptic he recommended to us his favorite snacks and beer and places to visit back in france we hade once again a wander full time in this restaurant i had run out of cigarettes and this time was nowhere to buy but our waiter marco milko from slovakia has noticed that and give us from his own that was some kind of serivce i definetly have a good time again,112,"['first', 'success', 'visit', 'restaur', 'decid', 'come', 'back', 'came', 'friend', 'show', 'nice', 'microbreweri', 'discov', 'sit', 'terrac', 'nice', 'even', 'outsid', 'cold', 'waiter', 'super', 'honest', 'synapt', 'recommend', 'u', 'favorit', 'snack', 'beer', 'place', 'visit', 'back', 'franc', 'hade', 'wander', 'full', 'time', 'restaur', 'run', 'cigarett', 'time', 'nowher', 'buy', 'waiter', 'marco', 'milko', 'slovakia', 'notic', 'give', 'u', 'kind', 'serivc', 'definetli', 'good', 'time']",first success visit restaur decid come back came friend show nice microbreweri discov sit terrac nice even outsid cold waiter super honest synapt recommend u favorit snack beer place visit back franc hade wander full time restaur run cigarett time nowher buy waiter marco milko slovakia notic give u kind serivc definetli good time
France,The Frog at Bercy Village,Positive,Back at The Frog,,happy hour kapow beer was very enjoyable and food better on this visit always busy however we had great service from our danish waitress although she wasnt aware of christian erickson the danish spurs player who had just scored a hat trick against ireland,44,"['happi', 'hour', 'kapow', 'beer', 'enjoy', 'food', 'better', 'visit', 'alway', 'busi', 'howev', 'great', 'servic', 'danish', 'waitress', 'although', 'wasnt', 'awar', 'christian', 'erickson', 'danish', 'spur', 'player', 'score', 'hat', 'trick', 'ireland']",happi hour kapow beer enjoy food better visit alway busi howev great servic danish waitress although wasnt awar christian erickson danish spur player score hat trick ireland
France,The Frog at Bercy Village,Positive,The best place at Bercy Village,,took my colleague and me evenings to discover this place never had food this fast and also the home brewed beers are of great taste both the ipa and black ipa i would recommend also the service was very fast and friendly especially from jonas who attended our every need very quickly,53,"['took', 'colleagu', 'even', 'discov', 'place', 'food_NEG', 'fast', 'also', 'home', 'brew', 'beer', 'great', 'tast', 'ipa', 'black', 'ipa', 'would', 'recommend', 'also', 'servic', 'fast', 'friendli', 'especi', 'jona', 'attend', 'everi', 'need', 'quickli']",took colleagu even discov place food_NEG fast also home brew beer great tast ipa black ipa would recommend also servic fast friendli especi jona attend everi need quickli
France,The Frog at Bercy Village,Positive,"Great food, really friendly staff.",,only stopped for a late lunch but very much welcomed food was great crunchy chicken salad and chunky chicken burger really quick service and food was delicious reasonably priced too bearing in mind france prices very chilled place too with great jazz tracks and chance to watch the eng vs aust rugby on the tv would recommend this place highly,61,"['stop', 'late', 'lunch', 'much', 'welcom', 'food', 'great', 'crunchi', 'chicken', 'salad', 'chunki', 'chicken', 'burger', 'realli', 'quick', 'servic', 'food', 'delici', 'reason', 'price', 'bear', 'mind', 'franc', 'price', 'chill', 'place', 'great', 'jazz', 'track', 'chanc', 'watch', 'eng', 'v', 'aust', 'rugbi', 'tv', 'would', 'recommend', 'place', 'highli']",stop late lunch much welcom food great crunchi chicken salad chunki chicken burger realli quick servic food delici reason price bear mind franc price chill place great jazz track chanc watch eng v aust rugbi tv would recommend place highli
France,The Frog at Bercy Village,Positive,Nice spot in France,,great place for happy hourfull of people when weather is nicethe prices are ok for france standardsplates are small,19,"['great', 'place', 'happi', 'hourful', 'peopl', 'weather', 'niceth', 'price', 'ok', 'franc', 'standardspl', 'small']",great place happi hourful peopl weather niceth price ok franc standardspl small
France,The Frog at Bercy Village,Positive,Perfect place for Friday drinks,,i love the atmosphere and the staff most of them speak english so its great for tourists the drinks are very good the food portions arent the smallest my main recommendation fried mozzarella sticks they are to die for definitely recommend this place,45,"['love', 'atmospher', 'staff', 'speak', 'english', 'great', 'tourist', 'drink', 'good', 'food', 'portion', 'arent', 'smallest', 'main', 'recommend', 'fri', 'mozzarella', 'stick', 'die', 'definit', 'recommend', 'place']",love atmospher staff speak english great tourist drink good food portion arent smallest main recommend fri mozzarella stick die definit recommend place
France,The Frog at Bercy Village,Positive,Very good.  Pub grub & Micro Brewery.,,across from the st emillion metro station large indoor outdoor eating mostly pubgrub good beer its ok youall after you have wined dined yourself silly must notice the dog portraits on the way to the toilets,39,"['across', 'st', 'emillion', 'metro', 'station', 'larg', 'indoor', 'outdoor', 'eat', 'mostli', 'pubgrub', 'good', 'beer', 'ok', 'youall', 'wine', 'dine', 'silli', 'must', 'notic', 'dog', 'portrait', 'way', 'toilet']",across st emillion metro station larg indoor outdoor eat mostli pubgrub good beer ok youall wine dine silli must notic dog portrait way toilet
France,The Frog at Bercy Village,Positive,Very good pub style restaurant,,if you are fed up with french food and you just want some comfort food this is a good place to be doesnt look like a fancy place from the outside but you will be surprised once you go in its huge with a good atmosphere my son had the burger and that was extremely good i had the tacos which were ok and my wife had the chicken which was also fine highlight are their own brewed beers delicious this place is in bercy village next door to our pullman hotel well worth a visit,96,"['fed', 'french', 'food', 'want', 'comfort', 'food', 'good', 'place', 'doesnt', 'look', 'like', 'fanci', 'place', 'outsid', 'surpris', 'go', 'huge', 'good', 'atmospher', 'son', 'burger', 'extrem', 'good', 'taco', 'ok', 'wife', 'chicken', 'also', 'fine', 'highlight', 'brew', 'beer', 'delici', 'place', 'berci', 'villag', 'next', 'door', 'pullman', 'hotel', 'well', 'worth', 'visit']",fed french food want comfort food good place doesnt look like fanci place outsid surpris go huge good atmospher son burger extrem good taco ok wife chicken also fine highlight brew beer delici place berci villag next door pullman hotel well worth visit
France,The Frog at Bercy Village,Positive,SOLO EU TRIP,,nico jeff and lauren made my first day of my trip superb they treated me with the utmost hospitality and gave a tour of the beer making process they truly are amazing workers they also provided me with a list of places to go visit which helped me on my adventures thank you again for the experience,57,"['nico', 'jeff', 'lauren', 'made', 'first', 'day', 'trip', 'superb', 'treat', 'utmost', 'hospit', 'gave', 'tour', 'beer', 'make', 'process', 'truli', 'amaz', 'worker', 'also', 'provid', 'list', 'place', 'go', 'visit', 'help', 'adventur', 'thank', 'experi']",nico jeff lauren made first day trip superb treat utmost hospit gave tour beer make process truli amaz worker also provid list place go visit help adventur thank experi
France,The Frog at Bercy Village,Positive,Great Ale (for France),,good selection of ale and craft beer great atmosphere however i found my meat burger had a taste of burnt oil the chicken burgers and sandwiches were good beer was worth the visit,33,"['good', 'select', 'ale', 'craft', 'beer', 'great', 'atmospher', 'howev', 'found', 'meat', 'burger', 'tast', 'burnt', 'oil', 'chicken', 'burger', 'sandwich', 'good', 'beer', 'worth', 'visit']",good select ale craft beer great atmospher howev found meat burger tast burnt oil chicken burger sandwich good beer worth visit
France,The Frog at Bercy Village,Positive,Very nice spot,,very nice restaurant decor inside with an old fashion style stones nice menu choice and good beer selection,18,"['nice', 'restaur', 'decor', 'insid', 'old', 'fashion', 'style', 'stone', 'nice', 'menu', 'choic', 'good', 'beer', 'select']",nice restaur decor insid old fashion style stone nice menu choic good beer select
France,The Frog at Bercy Village,Positive,Great beer,,nice friendly staff and nice choice of american style food but best of all was the craft ales on sale nice choice and very tasty,25,"['nice', 'friendli', 'staff', 'nice', 'choic', 'american', 'style', 'food', 'best', 'craft', 'ale', 'sale', 'nice', 'choic', 'tasti']",nice friendli staff nice choic american style food best craft ale sale nice choic tasti
France,The Frog at Bercy Village,Positive,Fun for us Americans,,really fun scene to grab some locally made in houses beers food was alright but as beer drinkers we really enjoyed visiting the local brewpub,25,"['realli', 'fun', 'scene', 'grab', 'local', 'made', 'hous', 'beer', 'food', 'alright', 'beer', 'drinker', 'realli', 'enjoy', 'visit', 'local', 'brewpub']",realli fun scene grab local made hous beer food alright beer drinker realli enjoy visit local brewpub
France,The Frog at Bercy Village,Positive,Great Food Choice - something for everyone !,,service was great of us arrived hen do no booking and they were more than happy to accommodate us all moved tables etc service was quick as we also said we had a plane to catch lots of choose from i had the crunchy chicken salad lovely and some of the girls had beef burger and a veggie burger loaded chips all very impressed,74,"['servic', 'great', 'u', 'arriv', 'hen', 'book', 'happi', 'accommod', 'u', 'move', 'tabl', 'etc', 'servic', 'quick', 'also', 'said', 'plane', 'catch', 'lot', 'choos', 'crunchi', 'chicken', 'salad', 'love', 'girl', 'beef', 'burger', 'veggi', 'burger', 'load', 'chip', 'impress']",servic great u arriv hen book happi accommod u move tabl etc servic quick also said plane catch lot choos crunchi chicken salad love girl beef burger veggi burger load chip impress
France,The Frog at Bercy Village,Positive,Fish and Chips in a Quaint Setting in France,,the frog is a place where my wife and i have eaten in the bercy village area of france it is british pub food with microbrews made inhouse it can be very busy and noisy but is a nice place to relax and enjoy a cold one,47,"['frog', 'place', 'wife', 'eaten', 'berci', 'villag', 'area', 'franc', 'british', 'pub', 'food', 'microbrew', 'made', 'inhous', 'busi', 'noisi', 'nice', 'place', 'relax', 'enjoy', 'cold', 'one']",frog place wife eaten berci villag area franc british pub food microbrew made inhous busi noisi nice place relax enjoy cold one
France,The Frog at Bercy Village,Positive,Great burgers and good beer,,had a couple of days in bercy and we tried a couple of things from the menu the burgers were great and they even had sweet potato fries that were really good we traveled with children and they enjoyed this restaurant also they got something to play and draw with from the nice staff and they were served childrens menu that wasnt to expensive the restaurant makes the beer them self and as a beer enthusiast this is great a lot of good beers a little expensive beers but really good all in all a good and relaxed restaurant that we will visit again if we got the possibility best d,111,"['coupl', 'day', 'berci', 'tri', 'coupl', 'thing', 'menu', 'burger', 'great', 'even', 'sweet', 'potato', 'fri', 'realli', 'good', 'travel', 'child', 'enjoy', 'restaur', 'also', 'got', 'someth', 'play', 'draw', 'nice', 'staff', 'serv', 'child', 'menu', 'wasnt', 'expens', 'restaur', 'make', 'beer', 'self', 'beer', 'enthusiast', 'great', 'lot', 'good', 'beer', 'littl', 'expens', 'beer', 'realli', 'good', 'good', 'relax', 'restaur', 'visit', 'got', 'possibl', 'best']",coupl day berci tri coupl thing menu burger great even sweet potato fri realli good travel child enjoy restaur also got someth play draw nice staff serv child menu wasnt expens restaur make beer self beer enthusiast great lot good beer littl expens beer realli good good relax restaur visit got possibl best
France,The Frog at Bercy Village,Positive,"Good beer, great terrace",,we stopped here after a visit to a nearby museum and had a few cold beers the beers were tasty and the food that the kids ordered was pretty good there are other locations in france and apparently they serve the same beer so if you see a frog location stop in for a pint,55,"['stop', 'visit', 'nearbi', 'museum', 'cold', 'beer', 'beer', 'tasti', 'food', 'kid', 'order', 'pretti', 'good', 'locat', 'franc', 'appar', 'serv', 'beer', 'see', 'frog', 'locat', 'stop', 'pint']",stop visit nearbi museum cold beer beer tasti food kid order pretti good locat franc appar serv beer see frog locat stop pint
France,The Frog at Bercy Village,Positive,American Pub in France,,stayed in a hotel very close to this property and was looking for american style food the frog was written up as very american the reviews were entirely correct even my waiter was from the states really pretty pub located in the quant but modern bercy villiage inviting and very friendly staff the service was outstanding tried the empire home brew and it was excellent ordered the fish and chips to go with the beer and it turned out to be the perfect combo ill be back,87,"['stay', 'hotel', 'close', 'properti', 'look', 'american', 'style', 'food', 'frog', 'written', 'american', 'review', 'entir', 'correct', 'even', 'waiter', 'state', 'realli', 'pretti', 'pub', 'locat', 'quant', 'modern', 'berci', 'villiag', 'invit', 'friendli', 'staff', 'servic', 'outstand', 'tri', 'empir', 'home', 'brew', 'excel', 'order', 'fish', 'chip', 'go', 'beer', 'turn', 'perfect', 'combo', 'ill', 'back']",stay hotel close properti look american style food frog written american review entir correct even waiter state realli pretti pub locat quant modern berci villiag invit friendli staff servic outstand tri empir home brew excel order fish chip go beer turn perfect combo ill back
France,The Frog at Bercy Village,Positive,Friday lunch,,afternoon lunch on an international rugby weekend warmly welcomed and shown promptly to a table drinks and food brought quickly and with a smile good selection of craft beers our waiters george and alex were friendly and helpful crispy chicken burger was tasty and the coleslaw side was delicious,49,"['afternoon', 'lunch', 'intern', 'rugbi', 'weekend', 'warmli', 'welcom', 'shown', 'promptli', 'tabl', 'drink', 'food', 'brought', 'quickli', 'smile', 'good', 'select', 'craft', 'beer', 'waiter', 'georg', 'alex', 'friendli', 'help', 'crispi', 'chicken', 'burger', 'tasti', 'coleslaw', 'side', 'delici']",afternoon lunch intern rugbi weekend warmli welcom shown promptli tabl drink food brought quickli smile good select craft beer waiter georg alex friendli help crispi chicken burger tasti coleslaw side delici
France,The Frog at Bercy Village,Positive,Apres judo,,great atmosphere good service even when its busy good selection of beers close to our hotel just a short walk across the road,23,"['great', 'atmospher', 'good', 'servic', 'even', 'busi', 'good', 'select', 'beer', 'close', 'hotel', 'short', 'walk', 'across', 'road']",great atmospher good servic even busi good select beer close hotel short walk across road
France,The Frog at Bercy Village,Positive,Amazing ambiance,,having a great time at this awesome pub great food i had the cesar salad a must try are the sweet potato fries we also had an amazing time thanks to our server marco very nice and in a good mood the music is also another reason why i come back,52,"['great', 'time', 'awesom', 'pub', 'great', 'food', 'cesar', 'salad', 'must', 'tri', 'sweet', 'potato', 'fri', 'also', 'amaz', 'time', 'thank', 'server', 'marco', 'nice', 'good', 'mood', 'music', 'also', 'anoth', 'reason', 'come', 'back']",great time awesom pub great food cesar salad must tri sweet potato fri also amaz time thank server marco nice good mood music also anoth reason come back
France,The Frog at Bercy Village,Positive,best place to get drinks on weekends.,,what an atmosphere we were there in the weekends and the whole place was packed loved the service and the people we stayed only for a few drinks as we had to check out the other bars in the locality,44,"['atmospher', 'weekend', 'whole', 'place', 'pack', 'love', 'servic', 'peopl', 'stay', 'drink', 'check', 'bar', 'local']",atmospher weekend whole place pack love servic peopl stay drink check bar local
France,The Frog at Bercy Village,Positive,Buzzing friendly joint,,at the end of a long and freezing work day in france this lively and warm restaurantbar was a welcome and relaxing find the bouncy waitress who greeted me at the door rochelle spoke excellent english despite her frenchlooking name so i didnt have to struggle with my poor french bonus the place was packed and the only single seat rochelle could find for me was in an obscure corner kinda close to the toilets i think before i had managed a few sips of my beer a more suitable table closer to the centre of the activity became available and the waitress offered for me to move there that was nice bonus i had a hopster beer and the crunchy chicken caeser salad both of which came out in a respectable time and complimented the lively and fresh atmosphere of the pub perfectly bonus and a very pleasant evening and conveniently close to a metro station bonus,164,"['end', 'long', 'freez', 'work', 'day', 'franc', 'live', 'warm', 'restaurantbar', 'welcom', 'relax', 'find', 'bounci', 'waitress', 'greet', 'door', 'rochel', 'spoke', 'excel', 'english', 'despit', 'frenchlook', 'name', 'didnt', 'struggl', 'poor', 'french', 'bonu', 'place', 'pack', 'singl', 'seat', 'rochel', 'could', 'find', 'obscur', 'corner', 'kinda', 'close', 'toilet', 'think', 'manag', 'sip', 'beer', 'suitabl', 'tabl', 'closer', 'centr', 'activ', 'becam', 'avail', 'waitress', 'offer', 'move', 'nice', 'bonu', 'hopster', 'beer', 'crunchi', 'chicken', 'caeser', 'salad', 'came', 'respect', 'time', 'compliment', 'live', 'fresh', 'atmospher', 'pub', 'perfectli', 'bonu', 'pleasant', 'even', 'conveni', 'close', 'metro', 'station', 'bonu']",end long freez work day franc live warm restaurantbar welcom relax find bounci waitress greet door rochel spoke excel english despit frenchlook name didnt struggl poor french bonu place pack singl seat rochel could find obscur corner kinda close toilet think manag sip beer suitabl tabl closer centr activ becam avail waitress offer move nice bonu hopster beer crunchi chicken caeser salad came respect time compliment live fresh atmospher pub perfectli bonu pleasant even conveni close metro station bonu
France,The Frog at Bercy Village,Positive,Smiley and well-informed staff,,we visited the frog last night and although we had to wait a little for a table once we were seated the service was very efficient our waitress rochelle knew lots about the beers and was constantly smiling the food was okay the beers were even better and the service was great,52,"['visit', 'frog', 'last', 'night', 'although', 'wait', 'littl', 'tabl', 'seat', 'servic', 'effici', 'waitress', 'rochel', 'knew', 'lot', 'beer', 'constantli', 'smile', 'food', 'okay', 'beer', 'even', 'better', 'servic', 'great']",visit frog last night although wait littl tabl seat servic effici waitress rochel knew lot beer constantli smile food okay beer even better servic great
